;;;
Muslera de arco;;p;m
Cota de arco;;p;m
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Faja de rebelión;;p;
Cota vandálica;;p;
Espinazo de dragón X;;p;
Vaina de dragón X;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Muslera de Hermitaur;;p;
Cota de Hermitaur;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Muslera de Lagiacrus;;p;
Cota de Lagiacrus;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Poder Escadora;;p;
Fuerza Escadora;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Faja de lingote;;p;
Cota de lingote;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Faja Artiana S;;p;
Cota Artiana S;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Muslera amor filial;;p;
Cota de amor filial;;p;
Muslera de cazador;;p;
Cota de cazador;;p;
Faja de aleación;;p;
Cota de aleación;;p;
Muslera de Ludroth;;p;
Cota de Ludroth;;p;
Muslera de Rathian;;p;
Cota de Rathian;;p;
Faja corazón Rath;;p;
Cota corazón Rath;;p;
Muslera de Rathalos;;p;
Cota de Rathalos;;p;
Faja de alma de Rath;;p;
Cota de alma de Rath;;p;
Faja sol de plata;;p;
Cota sol de plata;;p;
Muslera voraz;;p;
Cota voraz;;p;
Cinto del ocaso;;p;m
Cinto tenaz;;p;f
Cinto del alba;;p;m
Cinto de época;;p;f
Muslera de Tigrex;;p;
Cota de Tigrex;;p;
Muslera de Tigrex U;;p;
Cota de Tigrex U;;p;
Cincho de Akantor;;p;
Fajín de Akantor;;p;
Muslera de Zinogre U;;p;
Cota de Zinogre U;;p;
Muslera de Gore;;p;
Cota de Gore;;p;
Muslera de Gypceros;;p;
Cota de Gypceros;;p;
Muslera Gypceros U;;p;
Cota de Gypceros U;;p;
Muslera de Khezu;;p;
Cota de Khezu;;p;
Muslera de Khezu U;;p;
Cota de Khezu U;;p;
Aro de Kirin;;p;
Calzoncillos Kirin;;p;
Aro de Kirin U;;p;
Calzoncillos Kirin U;;p;
Rollo de Kushala;;p;
Cinta viento Kushala;;p;
Muslera de Ceanataur;;p;
Cota de Ceanataur;;p;
Muslera de Auroros;;p;m
Muslera de Borealis;;p;f
Muslera de Génesis;;p;m
Muslera de Glifo;;p;f
Muslera de arco;;p;m
Cota de arco;;p;m
Faja de rebelión;;p;
Cota vandálica;;p;
Espinazo de dragón X;;p;
Vaina de dragón X;;p;
Muslera de Hermitaur;;p;
Cota de Hermitaur;;p;
Muslera de Lagiacrus;;p;
Cota de Lagiacrus;;p;
Poder Escadora;;p;
Fuerza Escadora;;p;
Faja de lingote;;p;
Cota de lingote;;p;
Faja Artiana S;;p;
Cota Artiana S;;p;
Muslera amor filial;;p;
Cota de amor filial;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Base de Gore;;p;
Escarcela de Gore;;p;
;;;
;;;
;;;
;;;
Base de arco;;p;m
Base de amor filial;;p;f
Escarcela de arco;;p;m
Escarcela amor filial;;p;f
;;;
;;;
;;;
;;;
Base de Gypceros;;p;
Escarcela de Gypceros;;p;
;;;
;;;
Base de Gypceros U;;p;
Escarcela Gypceros U;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Base de Khezu;;p;
Escarcela de Khezu;;p;
;;;
;;;
Base de Khezu U;;p;
Escarcela de Khezu U;;p;
;;;
;;;
Base de Rathian;;p;
Escarcela de Rathian;;p;
;;;
;;;
Base corazón Rath;;p;
Escarc. corazón Rath;;p;
;;;
;;;
;;;
;;;
Base de Rathalos;;p;
Escarcela de Rathalos;;p;
;;;
;;;
Base alma de Rath;;p;
Escarcela alma Rath;;p;
;;;
;;;
Base sol de plata;;p;
Escarcela sol de plata;;p;
;;;
;;;
;;;
;;;
Base de Zinogre U;;p;
Escarcela Zinogre U;;p;
;;;
;;;
Base de Tigrex;;p;
Escarcela de Tigrex;;p;
;;;
;;;
Base de Tigrex U;;p;
Escarcela de Tigrex U;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Muslera roja ocaso;;p;m
Muslera roja tenaz;;p;f
Muslera roja del alba;;p;m
Muslera roja de época;;p;f
;;;
;;;
;;;
;;;
Base voraz;;p;
Escarcela voraz;;p;
;;;
;;;
;;;
;;;
Base de Akantor;;p;
Escarcela de Akantor;;p;
;;;
;;;
;;;
;;;
;;;
;;;
Base de Kushala;;p;
Escarcela de Kushala;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Base de rebelión;;p;
Escarcela vandálica;;p;
;;;
;;;
;;;
;;;
;;;
;;;
Base de Hermitaur;;p;
Escarcela Hermitaur;;p;
;;;
;;;
;;;
;;;
;;;
;;;
Faja de Mono;;p;
Cota de Mono;;p;
Base de Mono;;p;
Escarcela de Mono;;p;
;;;
;;;
Faldón de Monodevil;;p;
Cota de Monodevil;;p;
Base de Monodevil;;p;
Escarcela Monodevil;;p;
;;;
;;;
Faja de Diablos;;p;
Cota de Diablos;;p;
Base de Diablos;;p;
Escarcela de Diablos;;p;
;;;
;;;
;;;
;;;
Base de dragón X;;p;
Escarcela de dragón X;;p;
Espin. car. Fatalis Z;;p;
Esc. carm. Fatalis Z;;p;
Base carm. Fatalis Z;;p;
Esc. carm. Fatalis Z;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Base de Kirin;;p;
Escarcela de Kirin;;p;
;;;
;;;
Base de Kirin U;;p;
Escarcela de Kirin U;;p;
;;;
;;;
;;;
;;;
;;;
;;;
Base de cazador;;p;
Escarcela de cazador;;p;
Base de aleación;;p;
Escarcela de aleación;;p;
;;;
;;;
Base de arco S;;p;
Escarcela de arco S;;p;
Base de lingote;;p;
Escarcela de lingote;;p;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Base de Ceanataur;;p;
Escarcela de Ceanataur;;p;
Base de Lagiacrus;;p;
Escarcela de Lagiacrus;;p;
Base de Escadora;;p;
Escarcela de Escadora;;p;
Muslera Aur. Kermes;;p;m
Muslera borealis añil;;p;f
Muslera Gén. Kermes;;p;m
Muslera glifo añil;;p;f
Base de Ludroth;;p;
Escarcela de Ludroth;;p;
Muslera de Hornetaur;;p;
Cota de Hornetaur;;p;
Base de Hornetaur;;p;
Escarcela Hornetaur;;p;
Muslera de Wroggi;;p;
Cota de Wroggi;;p;
Base de Wroggi;;p;
Escarcela de Wroggi;;p;
Muslera de Gigginox;;p;
Cota de Gigginox;;p;
Base de Gigginox;;p;
Escarcela de Gigginox;;p;
Obi de tempestad;;p;
Obi de firmamento;;p;
Braguero de tempestad;;p;
Braguero firmamento;;p;
Intest. hedor muerte;;p;
Barriga hedor muerte;;p;
Base de hedor muerte;;p;
Escarcela hedor muerte;;p;
Faja de Damasco;;p;
Cota de Damasco;;p;
Base de Damasco;;p;
Escarcela de Damasco;;p;
